Sender,Message
Sowmya,Paiga aa record baguntadhii
Sowmya,Favourite
SINHA,Ok ok
Sowmya,Needhena adhi
SINHA,Ha nadhey sowmya
Sowmya,Neeku vundha
SINHA,Vundhi
Sowmya,2 vunnayaa
SINHA,Vunayi
Sowmya,Sare saree
Sowmya,Nijanga chala thank you
SINHA,Ha Parleydhu le sowmyaa
Sowmya,😁
Sowmya,Em chesthunnav
SINHA,Ippudey books close cheysi padukona sowmya
SINHA,Nv ame cheystunav
Sowmya,Ohoo
Sowmya,Nenu kooda anthe kaka pothe books kadhu
SINHA,Haha mari enti
Sowmya,Online class
Sowmya,Portfolio website creation
SINHA,Hmm ok
Sowmya,2 hrs class pedithee vinna
Sowmya,<Media omitted>
SINHA,Record bagovadam enti sowmya
Sowmya,Aa record baguntadhi sinha...
Sowmya,Naa daggara blue ani yellow vundali
SINHA,Saripoyindhi
SINHA,Ha cheppav
Sowmya,Dwdm ni nenu yellow colour dhi kondham anukunnaa
SINHA,Hmm
Sowmya,Vishnu daggara vundhi
Sowmya,Nenu first enti a aabba record kooda ichadu ani
Sowmya,Name choosa
SINHA,Ha
Sowmya,Sarele paduko
SINHA,Leydhu leydhu cheppu vintuna
Sowmya,Mariii nenu edhedhoo chalaa chepthaa
Sowmya,Nv simple ga
Sowmya,Ha antav
Sowmya,Nakemo ardham kadhu
SINHA,Record gurinchi eh na
Sowmya,Ha
SINHA,Antha vundha andulo cheppadaniki
Sowmya,Ledhu ledhu
SINHA,Mari
Sowmya,No comments
Sowmya,Naku em matladalo ardham avvatla
Sowmya,Padukole
SINHA,Sare ithy mari
SINHA,Good night
Sowmya,Good night
SINHA,Prayer cheysukonava?
Sowmya,Ledhu
Sowmya,Inka padukoledhu ga
SINHA,Cheysukoni paduko
SINHA,Padukoney mundhu cheysuko
Sowmya,Sare
SINHA,Ha
Sowmya,Aina twaraga padukuntunnav entii
Sowmya,Naku aithe doubt gane vundhi
SINHA,Eyes anduko lagutunatu anipistundhi anduku
Sowmya,Roju na
SINHA,Leydhu evale
Sowmya,Evaru laguthunnaru cheppu
Sowmya,Ala cheyodhu ani cheptha
Sowmya,🤭😅🤣
SINHA,🙄🙂
Sowmya,🤣🤣
Sowmya,Inka paduko
Sowmya,Kadhilinchanu le
SINHA,Sare
Sowmya,Data science project name enti
SINHA,Loan prediction eh ga
SINHA,Cheystunava Sowmya ippudu?
Sowmya,Oho
Sowmya,Eh ga ante nakem thelusu
Sowmya,Vishnu vallu adigaru nannu em project chesthunnav anj
SINHA,Ohhoo
Sowmya,Emo thelidhu sinha istha annadu ani Cheppanu
SINHA,Rep vastunava
Sowmya,Atleast name kooda adagaledha ani annaru
Sowmya,No annaa
Sowmya,Ippatiki oka 5 times adigi vuntaru
SINHA,Hmm ok ok
Sowmya,Hmm
SINHA,.
Sowmya,Vundha clg?
SINHA,Haa
Sowmya,No
Sowmya,Aithe vastha
SINHA,Ok carry on
Sowmya,Choodham anukunna ani annanu kani choosthunna ani analedhu
SINHA,You deleted this message
Sowmya,🤣🤣
SINHA,Ayyooo Sowmya.... 😅
Sowmya,Wrong tap kadhaa
Sowmya,Sare sarele
SINHA,Haa... 😐
Sowmya,🤣🤣🤣🤣
Sowmya,Sarele
Sowmya,Naku thelusu kadha 
Sowmya,Sometimes happens ala
SINHA,Ha nv kabati feel avvalsina avasaram leydhu le..😁
Sowmya,Aithe ok
Sowmya,Nenu inka navvukuntunna ani anukuntunnava
SINHA,Hmm ayyi vundochu...
Sowmya,Avunu avunuu
SINHA,Sare sare
SINHA,Gatega navvaku
Sowmya,Haha
Sowmya,Loan prediction GitHub lo kanipinchindhi
SINHA,Oh ok
SINHA,Adhey Jupiter book lo run cheyi
Sowmya,Chedhammm
SINHA,Eh column ki aa column document lo  explain cheystey
Sowmya,Coding meedha bhayam pogottukovali😮‍💨
SINHA,Adhey project
Sowmya,👏
SINHA,Nv cheppindhey chei...
SINHA,Daily hacker rank lo
Sowmya,Inka vintha enti antee...oka 3 days nunchi laptop kooda use chesthunna
Sowmya,Haa inka adhee
Sowmya,Maa anna asking 
SINHA,Oka ka problem solve cheyali ane.... 🤭
Sowmya,😐
SINHA,Haha nyc
Sowmya,Ardham kala
Sowmya,Html kooda nerchukovali
Sowmya,Inni rojulu chala ante chala time wasted
SINHA,Stage meeda cheppav ga
Sowmya,Habbooo
Sowmya,🙆🏻‍♀️🙆🏻‍♀️
Sowmya,Ippudu adhi endhukulee
SINHA,Hmm leydhu practice ane cheptuna
SINHA,Edho oka language select cheysuko
SINHA,Daily practice cheysta vundu
Sowmya,Python a🤷‍♀️
SINHA,DSA kuda Baga nerchuko
SINHA,Arthimetic and reasoning ravali
Sowmya,Data structures algorithms aa??
SINHA,Ee 3 eh rep nek use avveyvi
SINHA,Ha
SINHA,Html avvasaram le
Sowmya,😐
Sowmya,Baguntadhi adhi
SINHA,Programming language meeda pettu aa time
SINHA,Job vachaka motham adhey
SINHA,U don't worryy
Sowmya,Inka emanna cheppala😅
SINHA,Inkaa antey
Sowmya,Ok
SINHA,https://youtube.com/shorts/waaXsCuTXYg?feature=share
Sowmya,Nee daggara vunna project code emanna file format lo vundha
SINHA,Download cheysava
Sowmya,🥲
Sowmya,Entidhi
SINHA,Github
SINHA,File
Sowmya,Haa chesanu
Sowmya,Ententoo vundhii
SINHA,Sare rep chepta le
SINHA,Evaltiki vadiley
Sowmya,Nee daggara vunnadhi enni lines
SINHA,..
SINHA,Antha okatey code
Sowmya,Wow
Sowmya,Attendance ledhu anta kadha sinhaaaa
SINHA,Ha avunu
SINHA,Correction avvale na records anduku
Sowmya,Andhuku velthunnava
SINHA,Ha avunu sowmyaa
Sowmya,Sare saree
Sowmya,Aditya attendence ledhu ani cheppadu
Sowmya,Interest motham poindhi
SINHA,Ohh... Ithy rava
Sowmya,Ranu🙃
Sowmya,2 hrs a kadha sinha
Sowmya,Attendance ledhu
Sowmya,Daniki kosam nunchoni journey waste
Sowmya,Naku thelisi yamini kooda radhu
SINHA,Ha avunu le
Sowmya,Hmm
Sowmya,Clg ki vasthe....neetho matladochu anuko
Sowmya,Ainaa Tuesday ne vastha
SINHA,Sare sare
Sowmya,Lab vuntadhii
SINHA,Ha mari Manoj okadey aipotadu emo ga
Sowmya,Badha padalaina avasaram ledhu
Sowmya,Thanu salavudhin daggara koorchuntadu
Sowmya,Friday kooda anthe velli akkada koorchunna
SINHA,Ha sare
SINHA,Enjoy ithy mari
Sowmya,Enjoy em vundhi lee
SINHA,Ithy clg ki vachey
Sowmya,Clg lo vundha enjoy
Sowmya,Enjoyment
SINHA,You deleted this message
Sowmya,Enti
SINHA,Ame leydhu
Sowmya,Are cheppu
SINHA,Ante mee frnds vastey enjoyment vuntundhi kada neeku antuna
Sowmya,Antha ledhuu
Sowmya,Asalu enjoyment a vundahdu
Sowmya,Eppudu
SINHA,Hmm
Sowmya,Sare marii
Sowmya,Tuesday kaludham
SINHA,Sare sowmyaa
Sowmya,Good night
SINHA,Gud night...
Sowmya,Sinha
Sowmya,Saripoindhi net off chesava 😬
Sowmya,Repu RES presentation vundhi kadhaa
SINHA,Ha cheyale Sowmya ... Project cheystuna
Sowmya,Oho
Sowmya,Inka cheyava
SINHA,Cheysta adaina topic cheppu
Sowmya,🥲
Sowmya,<Media omitted>
Sowmya,"Choodu 3, 4 units lo neeku edhi interest oo"
SINHA,Nv adhi cheptey adhey
SINHA,Naku aasalu Interest leydhu ee subject... So konchem
SINHA,Easy topic cheppu
Sowmya,Components of tidal energy
Sowmya,Adhi ayipoindho ledho kooda thelidhu😅🙃
Sowmya,Ante madam chepparo ledho
SINHA,Ok
SINHA,Hmm cheppey vuntaru le
SINHA,Adhey chetitho ppt... 🙃🙃
Sowmya,😭
Sowmya,Aaaaaa okkati adakkuu
Sowmya,Nadheee chalaa kashtam ga chesukunna
SINHA,Ok ok cool sowmya
SINHA,Cheysta le nenu
Sowmya,Hamayyaaa
SINHA,Ha
Sowmya,Rasedhi aithe ela Aina rayochu
SINHA,Hmm sare sare
SINHA,Eesari raseydhey aaduguta le... 🤭
Sowmya,Nenu inka CN rayamani aduguthavemo anukunna
SINHA,😅
Sowmya,Asalu time ki class join avuthava repu
SINHA,Ha avutaa
Sowmya,Hmm
SINHA,Nv leystava aa time ki
Sowmya,🤣
Sowmya,8:30 or 8:45 ki lestha
SINHA,Hmm ok
Sowmya,Repu reply isthav anukunna sinha
SINHA,Adhem leydhu Sowmya .. nee msg chuste ivvakunda vuntana
Sowmya,Emo kani reply aithe mng isthav anukunna
SINHA,Hmm leydhu le
Sowmya,Hmm
Sowmya,Nakentoo
Sowmya,Doubt ga vundhi sinha
SINHA,Project sangathi enti
SINHA,Ame doubt?
Sowmya,Nenu cheppina topic vundha ledha anj
Sowmya,Uff emoo
SINHA,Evaraina cheysara
SINHA,Data science projects
Sowmya,Ha
Sowmya,Jaya
Sowmya,Speech to text
Sowmya,Bagundhi kadha
SINHA,Ohh nyc
Sowmya,Ha
SINHA,Document peytindha amaina
Sowmya,No
SINHA,Sare
Sowmya,Sare
Sowmya,Cheppu aa topic vundhi anta le
SINHA,Okk
Sowmya,Hmm
Sowmya,Sare mari aithe
Sowmya,Ppt cheyi
SINHA,Ha ok cheysta
Sowmya,Good night
SINHA,Gud night
SINHA,<Media omitted>
Sowmya,Presented to you by Lokesh Sinha 👏
SINHA,😁
Sowmya,Thank you madam
SINHA,😅
Sowmya,Baga cheppav le
SINHA,Inka Baga cheppali anipichindhi...
SINHA,Chaala gap vachindhi le inaa... 😐
Sowmya,😅
Sowmya,Abba..andharu cheppindhi vintee
SINHA,Hmm anyways tnq sowmya... 🤗
SINHA,Manchi topic opt cheysav
Sowmya,Mari bagundhi
SINHA,Ha bagundhi antuna
Sowmya,Adhelee
Sowmya,Vishnu dhi kooda papam same concept anta
Sowmya,Indhaka msg chesindhi
SINHA,Avuna... 😅
Sowmya,Nv chepthunnapudu
Sowmya,Feel avuthundhi
Sowmya,Ante...nadhi kooda same topic ani
Sowmya,Ammo topic nene cheppanu ani cheppala nenu😅
SINHA,😂
SINHA,Sowmya..... Sowmya... 😂
Sowmya,😂😅
SINHA,Aa ammayi mundhey tnx chepta ee sari
Sowmya,Heyyyyyyy
Sowmya,Aa pani mathram cheyamaku
Sowmya,Class lo levu kadhaa
SINHA,Chepta chepta
Sowmya,Ippudu em aindhi antee🤣🤣🤣🤣
Sowmya,Rahul vachj
Sowmya,Good evening madam
Sowmya,Good evening everyone
Sowmya,Ani annadu
Sowmya,Madam good evening aa?
Sowmya,Ani annary
Sowmya,Nenu inka navvukuntanee vunna🤣🤣
SINHA,Saripoyindhi....😂
Sowmya,Ippati varaku natho chat chesadu
SINHA,Haa
Sowmya,Vadhu anna kadha
SINHA,Ippudu cheptundha thanu?
Sowmya,Yeah
Sowmya,Next
Sowmya,43 appudu
Sowmya,A vintava
SINHA,Haha cheppali Sowmya eppudey chepte bagunu
Sowmya,Enti cheppedhi
SINHA,.
Sowmya,Heyy
Sowmya,Enti nv asalu
SINHA,😅
Sowmya,Sare kavali ante cheppuko
SINHA,Sarele aipoyindhi ga
Sowmya,Inka ninnu kadhilinchanu nenu
Sowmya,Entadhi
SINHA,Seminars eevaltitho
Sowmya,Emo mari
SINHA,Hmm
Sowmya,Papam vishnu
Sowmya,42 kooda same concept
SINHA,Sare sare
SINHA,Kani... Reaction chudali 😅
Sowmya,Okokka sari nv iche reply ki naku mind poidhi
Sowmya,Papam
SINHA,Sowmya tnx annaganey....
Sowmya,Ippudu entik
Sowmya,Chepthava
Sowmya,Aa ammai mundhu
SINHA,Leydhu le lite... 😅
Sowmya,Hmmm
Sowmya,Thanks
SINHA,Ha
Sowmya,Nenu okka danne ani vishnu fast ga vachindhi
Sowmya,Ippudu neetho vasthe malli feel avuthundhi kadhaa
Sowmya,So em anukoku😐😐
SINHA,Ahha nv oka danivey veltav emo ane adega sowmya
SINHA,Its ok
Sowmya,Hamayyaaaaaaa
SINHA,Ha.. 😅
Sowmya,Maaamulodivi kadhu sinha🙄
Sowmya,Vishnu mundhu adaganu annav kadhaa
Sowmya,Next adigindhi enti adhi aa abbai annadhi naku ardham kaledhu ani
Sowmya,Sare ani cheppanu
SINHA,😅
Sowmya,Ippude good night type chesanu
SINHA,Ha ame annadhi
Sowmya,😑
Sowmya,Nenu cheppanu
SINHA,Hmm
SINHA,Next?
Sowmya,Enti next
SINHA,Thanu ame annaleyda
Sowmya,Aa reactions ela explain cheyali
SINHA,Next DWDM kuda same topic eh... 🙃
Sowmya,Haa AA ammai n kanukooni prepare cheyi aithe
SINHA,Cheptada?
Sowmya,🙄🙄🙄
SINHA,🙄🙄🙄
Sowmya,Antha risk vadhu lee
SINHA,Ha
Sowmya,Sarele
Sowmya,BYE
SINHA,Ha ok sowmya
Sowmya,Bye
SINHA,Gud night
Sowmya,Good mng😂🤣
SINHA,Mrng aa.  🙄
Sowmya,Ha
SINHA,Ufffooo
SINHA,Nedra mathulo matladutunav sowmyaa
SINHA,Paduko... 😅
Sowmya,Antha ledhuee
Sowmya,Sarele
SINHA,You deleted this message
SINHA,Aa documents vuntey pampu Sowmya
SINHA,<Media omitted>
Sowmya,Urgent aa
Sowmya,Repu pampistha
SINHA,Sare sowmyaa
Sowmya,<Media omitted>
Sowmya,<Media omitted>
Sowmya,<Media omitted>
Sowmya,Nenu aithe appudu I've downloade chesanu sinhaa
Sowmya,<Media omitted>
Sowmya,Inka iveeeeeeee
SINHA,Tnqq. Sowmyaaaaaa
SINHA,Naku kavalsindhi V unti eh Sowmya ... 🙄
Sowmya,🤣🤣🤣🤣
Sowmya,Inka em cheyalem
SINHA,Yamini ni aadgavachu ga
Sowmya,I will try sinha
SINHA,I know Sowmya u will
Sowmya,Repu cheptha a vishyamo
Sowmya,😅😁
Sowmya,Ee msg choodagane navvukunna
SINHA,Innaa evala busy ga. Vunav
Sowmya,Ledhuuuu
Sowmya,Net balance ayipoindhi
Sowmya,Eppudu ayipoina ventane nene vesukunedannij
SINHA,Hmm
Sowmya,Kanii oka 2 days vesukokunda vundham ani anukunnaaa
Sowmya,Andhuke vesukola
SINHA,Ha nadhi eevala aipoyindhi
Sowmya,Kani repu vestha
Sowmya,😅
Sowmya,Wifi vuntadhi ga meeku
SINHA,Hmm 144p lo peytina kuda play avvatale danitho
Sowmya,Entii
Sowmya,Meekooda sarigga Radha hostel wifi🤣
SINHA,Leydhu ravatle
Sowmya,Indhaka maa father mobile hotspot on chesthee
Sowmya,Msgs vuntai kadhaa
Sowmya,Nv ninna night a msg chesav gaaa
SINHA,Ha
Sowmya,Ohoo ani anukunnaa
SINHA,Ohoo
Sowmya,Inka konchem late cheyalsindhi 😅
SINHA,🧐
Sowmya,Ante oka 2 days choodakunda reply ivvakunda vundalsinhi
SINHA,Nee valla avvadhule adhi
Sowmya,😐
Sowmya,Nenu neeku already cheppanu
Sowmya,Natho challenge peditheee
Sowmya,Nenu kachitanga baristhaa
SINHA,Baristha what?
Sowmya,Ante....reply ivvali anilinchinaaa
Sowmya,Ivvakunda enni days Aina vuntanu ani
SINHA,Ohoo choodama
Sowmya,Sare choodham
SINHA,Hmm sare
SINHA,Choodam
Sowmya,Enni days cheppu
SINHA,One week
Sowmya,Okk doneeee
Sowmya,Asalu naa dedication neeku theliyatledhuu
SINHA,Sare oka condition
Sowmya,Cheppu
SINHA,Nenu peytina msgs nv evariki forward cheyakudadhu mari
SINHA,Aditya ki kuda
Sowmya,Nenu endhuku forward chesthanu
Sowmya,Adenti ainaaa
Sowmya,Nv msg chesthava
Sowmya,Idhi ela sadhyamm😑😑
SINHA,Nrml ga elaa annadu reply evvtale ani kuda chepakudadhu
Sowmya,Nenu idharam matladakunda  anj anukunnaa
Sowmya,Okkkk
SINHA,.
Sowmya,Idhi aithe kashtameee
SINHA,.
Sowmya,Ohoooo
Sowmya,Ala aithe chala kashtamee
Sowmya,Ok but
Sowmya,Saree one week
Sowmya,Nv koodaa insta lo msg cheyi ee one week
SINHA,Leydhu ikkadey cheysta
SINHA,😁
Sowmya,Heyyy
Sowmya,Nv condition pettav
Sowmya,Nenu kooda pettali kadha
SINHA,Nee antha manchi vadini kadhu Sowmya nenu
Sowmya,Nenu watsapp kante insta me ekkuva open chestha thelusaa
Sowmya,Ufff
Sowmya,Idhi avvadhu ammaa
Sowmya,Insta lo aitheee
SINHA,Ithy give up cheysa ani cheppu
Sowmya,Chepthunna kadha
Sowmya,Abbaaa antha scene ledhu
Sowmya,Are insta lo msg cheyadaniki em problem cheppu
SINHA,😁😁
Sowmya,Uff
Sowmya,Kadhu kadhuuu
Sowmya,Insta lo ne cheyi
Sowmya,Appudu oppukunta
SINHA,Leydhu leydhu
SINHA,Nv opukona nenu opukonu
SINHA,😅
Sowmya,Aappuu
Sowmya,Nijama sinhaaa
Sowmya,Nijangaa neeku vunna qualities asalu..
SINHA,Amani cheptav sowmya
Sowmya,Edokati chepthaa
Sowmya,Maa anna hostel lo vundi church ke velladu
Sowmya,Nuv veltha ga
SINHA,Ha velta
Sowmya,Atleast 2 days per week
SINHA,Hmm
Sowmya,Emo sinhaaa
SINHA,Oh avuna... Chusuko mari
Sowmya,Enti choosedhi🤣
SINHA,Nee meedakey reverse avutaru emo
Sowmya,😐
SINHA,Antey abbayilatho anduku matladatunav alaa... Anduku
Sowmya,Ninnaa 3 months aindhi maa father naa mobile choosi
Sowmya,Adigaru call cheyadaniki
Sowmya,Next Manoj watsapp dp choosaru maa father
Sowmya,Pawan Kalyan ani chiranjeevi  vunna profile evaridhi ani adigaru
Sowmya,Lab lo na pakkana abbai dhi ani cheppanu
Sowmya,Emm analedhu
SINHA,Hmm
SINHA,Ok ok
Sowmya,Ainaa.....cheppochule particular time vachinappudu
Sowmya,Maa anna vi aithe girls tho selfies a choosaru😑
Sowmya,Ncc friends le
Sowmya,Sare ippuud enti nv atu chesi itu chesii
Sowmya,Cancel chesesav
SINHA,😂
Sowmya,Plz plzz
Sowmya,Insta lo msg cheyava
Sowmya,Nenu vindagalanu
Sowmya,Hlo cheppu fast gaaa
Sowmya,Vadhule sinhaaa
Sowmya,Matladathanu le🙄
Sowmya,Wrong emoji adhi
Sowmya,Edoka reply istha inka nenu offline ki vellipothaa🙄
Sowmya,Sare byeeee
SINHA,Sowmyaaaaaa
SINHA,Vuruko sowmya manalo manaki competitions deniki
SINHA,Nrml ga anna anthey nenu
Sowmya,😅😅😅
Sowmya,Kadhuu 
Sowmya,Prayer ayipoindhi
Sowmya,Thintunteee
Sowmya,Curd with chicken thinna😋
Sowmya,Adhi ayipoye varakuui asalu nuvveee gurthochav
Sowmya,Malli inkokati enti antee intiki velthunnav kadhaa
Sowmya,Bellam charu try cheyi
SINHA,Ha nenu adhey chepudam anukontuna
SINHA,Haha.. 😄
Sowmya,Abbaa
SINHA,Haa
Sowmya,Hmm
Sowmya,Inkenti
Sowmya,23rd eng velthav anukunta gaa
Sowmya,Nv ela padithe ala try cheyamaku sinha
SINHA,Ame try cheyodhu antunav
Sowmya,Curd rice with chicken
Sowmya,Firstt curd rice ready chesuko
Sowmya,Ante generel curd rice
Sowmya,Aa next dantlo
Sowmya,Chicken curry vesukok
Sowmya,Motham mix cheyi
Sowmya,Inka thenesey
Sowmya,Adhi padhathi
SINHA,"Hmm sare sare...., 😅"
Sowmya,Hmm
Sowmya,Asalu adhi superrrr antheeeee
SINHA,Haa
Sowmya,Aditya kooda fav anta bagaaa
Sowmya,Vishnu valla anna kodoa nalane Baga hype ichadu antaaa
Sowmya,Sare ani taste chesindhi antasa
Sowmya,Vishnu ki koodaa bagaaa nachindhi antaaa
SINHA,Hmm hmm nyc
SINHA,Andariki Baga alavatu cheystunav ga
Sowmya,Nenu em cheyalaa
Sowmya,Neeku okkadikee nenu try cheyamani cheppindhik
SINHA,Haha
Sowmya,Sare sinhaa
Sowmya,Edhooo panilo vunnatlunnav
Sowmya,Bye mari
SINHA,Ha sare sowmya
SINHA,Gud night
Sowmya,Good night
SINHA,<Media omitted>
Sowmya,🥲
Sowmya,Mee pani bagundhi sinhaaa
Sowmya,Asalu naa life lo hostel life a ledhu
SINHA,Ayyo sowmya
SINHA,Baadha padaku le
Sowmya,Nenu em badha padatla
Sowmya,Akkada malli clothes wash cheyali
SINHA,Manam aadadam le
Sowmya,Negativities oohinchukunte thank God ani anukunta
SINHA,Washing machine vundhi le
SINHA,Antha lev le
Sowmya,🤣🤣
Sowmya,Heeyy
Sowmya,Nvenaa asaluu
Sowmya,Le le
Sowmya,Antunnav enti kothaga
Sowmya,🙄
Sowmya,Ippudee kopam vachindhii
Sowmya,Msg chesinappudu
Sowmya,Reply isthundhee
Sowmya,Wait chesthundhee
Sowmya,Ane alochane vundadha Sina neekuuu🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄
SINHA,Arey adhem leydhu sowmya
Sowmya,Nenu aithee...entha panilo vunnaa
Sowmya,Choosi reply ichi vuntaru anii
Sowmya,Ani choosthaa
Sowmya,Em ledhu  lee
Sowmya,Good night
SINHA,Sare rep matladam
SINHA,Paduko evaltiki
Sowmya,Vadhu leee
Sowmya,🙄
Sowmya,Ippudu chepthunna choodu...ekkadaina msg chesuko nenu reply isthe appudu adugu
SINHA,Sowmya...... 😯
SINHA,Padukontunava
SINHA,Prayer cheysukoni paduko sowmyaa
SINHA,Reply evvava sowmya
SINHA,🥺... Edustu padukontey bagodhu sowmyaa
SINHA,Hi
SINHA,Sowmyaaaa
SINHA,Thinnava
Sowmya,Ippude thinnanu
SINHA,Ok good.... 😄
Sowmya,Ee msg evaru pettaru ani anukunnav
SINHA,Evaru?
Sowmya,Nene
SINHA,😅
SINHA,Ee emoji anduku pettano telsa
Sowmya,No
SINHA,Nv reply eechinandukey
Sowmya,Thelusu
Sowmya,Ivvakapothe neeku chiraku vasthadhani
Sowmya,Aina antha santhosha padalsinha avasaram ledhule
SINHA,Ohhooo...
SINHA,Matladanu anna tarvata matladithey aa matram excitement vuntundhi le
Sowmya,Nenu em matladatledhu
SINHA,Ippudu cheystundhi enti
SINHA,Assignment raava cn.
Sowmya,Texting
SINHA,Ohoo
Sowmya,Ledhu
SINHA,Row vastunava lab ki
Sowmya,Aina...thakkuve matladatha ler
Sowmya,No
SINHA,Haha wrong time lo anukonav matladakudadhu ani
SINHA,Nrml days lo ithy Baga disturb cheysey vadino
Sowmya,Aithe right time lone anukunna
Sowmya,Emanna panulu vunte chesuko le
SINHA,Sowmya... Sowmya... Sowmya.... 😂
SINHA,Kopam lo ninnu ohinchukontuntey navvu aagtale... 🤭
Sowmya,Saree mari aithee
Sowmya,Navvukoo
SINHA,<Media omitted>
Sowmya,Ayipoindha navvukovadam
SINHA,Ha cheppu
SINHA,Assignment rastuna
Sowmya,Em ledhu akkada cheppadaniki
Sowmya,Rasuko
Sowmya,Bye
SINHA,Sare sare
SINHA,Rep assignment ela submit cheystav
Sowmya,Nenu cheyanu le
SINHA,Mari
Sowmya,Tuesday theesukunte istha
Sowmya,Ledante ledhu
SINHA,Ahha .... Bayam leyda mari
Sowmya,Aha ledhu
SINHA,Assignment marks teeseystey
SINHA,🤭
Sowmya,Emo mari
SINHA,Daring and dashing sowmya
Sowmya,Inkemanna vunte cheppu
SINHA,Alochinchi re chepta le
SINHA,Ippudu rayali
Sowmya,Antha kashtapadamaku
Sowmya,Sare rasuko sinhaa
SINHA,Sare sowmya
Sowmya,Hlo
Sowmya,CN assignment questions pic pettavaa
Sowmya,Aa Dinesh okadu msg choodala
SINHA,1)Explain about Ethernet and it's types 
Sowmya,🤯🙌
SINHA,6)Compar and contrast b/w  UDP & TCP . Explain different application layer protocol
Sowmya,Picha
Sowmya,Photo pettochuga
SINHA,Pani chudu sowmyaa
SINHA,Anneysav ga
Sowmya,Em anna
Sowmya,😑
Sowmya,Ante...matladavadhu ani anukunna kadhaa
Sowmya,Neeku em ardham aindhoo entooo
Sowmya,Sinha..........
SINHA,Ok
Sowmya,🤦‍♀️🤦‍♀️
Sowmya,Nijangaaaa
SINHA,Matladaku le Sowmya... Questions aadaganey type cheysi peytaga
Sowmya,Nv action cheyamaku
Sowmya,Ee msg enti hurt ainatlu vundhi
SINHA,Hurt ayya kabate
Sowmya,Mari nenu kooda ayyanu sinhaaaa
Sowmya,Nenu em anna annana cheppu
Sowmya,Promise nenu mathram idhi vudhesinche annanu
SINHA,Antha matladukoleynantha ame aipotundhi ani
Sowmya,Sare...
Sowmya,Nenu Aina matladuthunna kadhaa
Sowmya,General ga aithee atleast one week matladanj
Sowmya,Kani neeku next day ne MSG chesanu gaa
SINHA,Haa cheysav
Sowmya,Ha mari
SINHA,Ippudu enti one week matladanu antava
Sowmya,Nijanga nv annatlu vundalenu emo sinha
Sowmya,Em kadhule
SINHA,Malli navvu aagatle Sowmya .. 🤭
SINHA,Sowmyaa
Sowmya,Cheppu
SINHA,Sare kopapadaku
Sowmya,Ok
SINHA,Ha rep matladata
Sowmya,Ha nenu ranu
SINHA,Panulu amaina vunaya neeku
SINHA,Ippudi
Sowmya,Eppudu
Sowmya,Y
Sowmya,Neeku vunnaya
SINHA,Ame leykapothey paduko ani chepudam ani.... 😅
Sowmya,Vunnai sinha
Sowmya,Assignment rayali
SINHA,Oh nek avvaleyda sare eayi
Sowmya,Needhi ayipoindha
SINHA,2ns question
Sowmya,🤣
Sowmya,Nadhi 3rd question
SINHA,😯
Sowmya,Ante 2 assignment questions ichina evng a rasanu le
Sowmya,3rd dhi start cheyali
SINHA,Hmm sare chei
Sowmya,Sare kanii
Sowmya,Indhak kooda reply ivvakapothe
Sowmya,Kopam Radha neeku
SINHA,Leydhu cheppav ga alegav anukonta anthey
Sowmya,Nenu cheppinandhuku kadhu vundhi
Sowmya,Nijangane rathri kapam vachidnhi
Sowmya,Kopam*
Sowmya,Endhukani adagamaku
SINHA,Telusu le Naku nandukey ame matladatle
Sowmya,Hmm
Sowmya,Songs vintunnava
SINHA,Leydhu nrml ganey rastuna
Sowmya,Ok
Sowmya,Ayipoindha
SINHA,3rd question rastuna.... 😐
Sowmya,Ha???
Sowmya,Vammoo
SINHA,Hmm...
SINHA,Nek aipoyindha
Sowmya,Em chesthav sinha nv.....
Sowmya,Haa last lo last lo vunna
SINHA,Hmm ok
SINHA,Emo Sowmya... 😐
Sowmya,?
SINHA,Em cheysta antey?
Sowmya,Sare sare
Sowmya,Ante rayakunda em chesava ani
SINHA,Emo Sowmya ala aipotundhi time antha
SINHA,Saripovatle aasale
Sowmya,Sare sare
Sowmya,Kashtapadakule
Sowmya,Rasuko
Sowmya,Ask God to give you 48 hrs per day
SINHA,Haha ok... 😅
SINHA,Nijam avithey bagunu
Sowmya,🙏
Sowmya,24 ke naa valla avvatla
Sowmya,Inka 48 anteee
Sowmya,Sare neeku okkadike 48😅
SINHA,Haa
Sowmya,Hmm
Sowmya,🤣
Sowmya,Okokka sari maamulga navvu radhu
SINHA,Hmm navvu navvu
Sowmya,Ayipoindhi le
Sowmya,Ippudu adhi ayipodhu
Sowmya,Oka vela ayipoina
Sowmya,3 avuthundhi emoo
Sowmya,Late ga lechij
Sowmya,Lechi*
Sowmya,Hadavidiga vasthav
Sowmya,Vachina lab lo padukuntav
Sowmya,Sinha...sinhaa
SINHA,Adhi appudo Sowmya.... Ee madhya aasale padukontunana😦
Sowmya,Repu padukuntav le
Sowmya,Perfect emoji pettav
SINHA,Rep ravatle ga
Sowmya,Nv aa
Sowmya,Nijamm
Sowmya,Nena😅
SINHA,Nenu kuda ravtla
Sowmya,Avuna
Sowmya,Mari assignment
